Date,A,AAPL,ABBV,ABNB,ABT,ACGL,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AIZ,AJG,AKAM,ALB,ALGN,ALL,ALLE,AMAT,AMCR,AMD,AME,AMGN,AMP,AMT,AMZN,ANET,AON,AOS,APA,APD,APH,APO,APP,APTV,ARE,ARES,ATO,AVB,AVGO,AVY,AWK,AXON,AXP,AZO,BA,BAC,BALL,BAX,BBY,BDX,BEN,BF-B,BG,BIIB,BK,BKNG,BKR,BLDR,BLK,BMY,BR,BRK-B,BRO,BSX,BX,BXP,C,CAG,CAH,CARR,CAT,CB,CBOE,CBRE,CCI,CCL,CDNS,CDW,CEG,CF,CFG,CHD,CHRW,CHTR,CI,CIEN,CINF,CL,CLX,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,COIN,COO,COP,COR,COST,CPAY,CPB,CPRT,CPT,CRH,CRL,CRWD,CSCO,CSGP,CSX,CTAS,CTRA,CTSH,CTVA,CVNA,CVS,CVX,D,DAL,DASH,DD,DDOG,DE,DECK,DELL,DG,DHI,DHR,DLR,DLTR,DOC,DOV,DOW,DPZ,DRI,DTE,DUK,DVA,DVN,DXCM,EA,EBAY,ECL,ED,EFX,EG,EIX,EL,ELV,EME,EMR,EOG,EPAM,EQIX,EQR,EQT,ERIE,ES,ESS,ETN,ETR,EVRG,EW,EXC,EXE,EXPD,EXPE,EXR,F,FANG,FAST,FCX,FDS,FDX,FE,FFIV,FICO,FIS,FISV,FITB,FIX,FOX,FOXA,FRT,FSLR,FTNT,FTV,GD,GDDY,GE,GEHC,GEN,GEV,GILD,GIS,GL,GLW,GM,GNRC,GOOG,GOOGL,GPC,GPN,GRMN,GS,HAL,HAS,HBAN,HCA,HD,HIG,HII,HLT,HOLX,HON,HPE,HPQ,HRL,HSIC,HST,HSY,HUBB,HUM,HWM,IBM,IDXX,IEX,INCY,IR,IT,ITW,KO,LNT,MMM,MO,SCHW,STZ,T,TECH,XOM,XYZ
2021-03-23,1338300,95467100,6111600,3460600,3788500,1625200,2160300,5317000,2505200,1831900,1664100,1313600,999300,2652000,6874200,3661600,3497800,332800,878400,1291200,765200,699200,1801800,612300,8263800,1585440,40466600,1205100,2604700,768100,1771200,76346000,6459200,1982000,1319600,7285900,1147700,6275600,4285800,,1920400,727900,1063400,750900,833800,24712000,428600,1033500,355800,4905400,235700,21358200,49838000,3108600,2732400,3663100,1183590,3343500,948900,974200,888100,3727700,501900,8149000,3385200,556700,11014500,461300,4622400,977700,6119600,1494300,1016900,16238700,3563000,1900500,11248200,4017600,3291800,524400,2209500,2269100,51242200,1517600,773300,,2988900,7080900,1508200,669400,1271500,1559300,1289000,650700,6060800,1312000,15702612,1471800,11915000,1347200,2930500,2213900,4970900,3862500,,1213600,11853800,836600,3641200,696700,1670900,5392800,494400,447000,294500,4210500,28328200,1514000,10692300,1301200,5565400,3154500,4287200,1515300,7192300,14781700,3245600,13616800,1886600,9114504,2718900,2911200,2236800,5250745,3869700,2470300,2748598,1629100,1765700,4780500,938400,5523500,608500,2797300,872320,3852900,627300,13197700,3465200,2521200,5959400,1384200,3325200,709900,282700,2426400,1638800,1232000,333800,2643100,7079700,186000,436900,2899500,5109200,53500,1653300,361500,1851300,2270000,2669700,2390800,6781194,447000,869000,4495900,1088200,73020200,3744100,5842000,40041500,262100,2277100,3982400,596100,218800,2256900,2907500.0,6729100,216200,1358700,3568400,591000,1583800,5284500,2310307,859100,2821800,13172818,,3724000,,6572100,5231700,495000,4903900,21280800,1137100,27340000,28510000,750400,1600500,517900,2457500,11882500,737000,9590900,1475900,4801200,5909700,462800,2659000,1430200,2030542,9228200,10313100,2327300,937800,7401500,690000,348200,843200,3850200,4556794,416400,376700,1695900,1574900,477700,932800,16936700,1856600,3311365,12000100,6259600,855000,48880756,533200,33493300,5591500
2021-03-24,1477500,88530500,9420100,3756100,6521300,1885200,2160600,5214100,2792800,2484500,2020300,1191700,1568000,2895100,5497100,3512100,3813500,402500,900600,1760800,1039800,498900,2653400,1272800,20252500,1211940,43753600,932900,2237500,624700,2440800,59180000,6280000,2359100,982700,7241800,778700,4103000,1995100,,1438100,756500,765700,847500,1019700,20882000,401000,1256700,496100,2638900,283700,24055100,43896800,1648000,2282900,2883800,1258428,2300700,708200,882800,951800,5262300,441000,7478900,2604900,544700,9626300,573200,4165000,1001100,7334500,2303400,1076800,17089600,3055700,2048900,8587400,4258000,2326300,492200,1377400,1855700,72339100,1778300,819000,,1634000,5461600,1306800,808100,1137300,1804500,960600,589000,4255400,1276400,16806530,1452400,10000000,917500,2139000,2504800,3659000,2096700,,1180800,9671100,1358300,3006400,575100,2535800,5562000,776400,303000,284700,3994300,26444700,2668000,12277500,1662000,4448200,3008600,3425200,1444600,7555500,11026800,2379500,12120800,2164600,11969598,2974800,1860600,1969800,5446269,2561700,1968200,2021489,2166100,1378800,3162200,639700,4322600,751400,3305700,1343613,3024300,488000,11052300,3529200,2165800,7141900,1474300,2049100,496400,378700,1918000,1509000,2090300,295300,2166900,5032500,276900,529100,3121500,4377500,144200,2341400,382900,2195600,3191800,1029800,2494500,6212542,688700,1031900,2784200,1025500,54534400,2555300,5303000,27289000,257600,2122700,3908200,578500,223000,2365300,3551900.0,6075900,136300,1594400,4052000,702000,1966500,4384500,2045836,920600,1247600,12454218,,2733100,,7472800,10643100,391600,3820700,20567200,764800,23080000,25218000,689900,1099300,761800,3332200,9751800,770300,12347700,1287800,4842000,5992500,285700,2035000,1357700,2718388,7796500,9073900,1301500,1084700,7177700,977400,215960,1104400,2697400,4189230,451400,337800,1310400,1788200,691400,954800,14997400,2130400,3383723,9286000,5796700,773400,44403518,450400,29781800,9262500
2021-03-25,967300,98844700,6281500,5264100,5320100,1547100,1714700,3201500,2725300,1875000,2138900,906200,913200,3383500,5455900,2682000,4707200,319800,794100,1702500,964200,512600,1560700,718400,10381600,1090140,44735100,1254800,2707600,678900,1859600,71270000,9268800,2002300,998000,8270300,1340900,5074200,3717100,,1274600,561000,661000,746800,645500,17537000,535300,1211200,471300,2766400,301300,27553600,47517900,2178300,3634900,2250600,1567950,1699000,788800,1572000,1685100,6261700,421300,9500900,1810600,462800,11157300,490500,5500000,1050600,5708600,2096600,727700,18357300,3842700,1816500,8091900,2901800,3000300,987000,1442500,1485000,47085000,1735000,1004600,,1623600,6425400,1896600,699900,1024400,1733900,1161000,526000,4769500,993100,18632701,1119400,14130000,857600,2288500,2445500,3481100,2716500,,830800,9275200,608800,4307100,530900,1740700,4356800,569700,463500,263100,3755700,34537700,2735000,9774600,1246400,6089100,2935500,3739800,2120800,5506800,11138200,4310100,14469100,3016600,8288042,5460400,1970600,1195800,3417039,2795600,2914400,2657230,1763100,1221300,3385300,686600,3921200,627800,6563000,1112373,2622900,627700,9282900,3526800,1956600,5705500,1336300,2039500,375500,314000,2529300,1275500,1725900,245900,2156800,4176000,251400,386500,2669100,7592400,74200,1318800,431400,1511700,2619400,2428800,2758500,5877044,675200,843100,3755500,679300,54201800,3060000,6484800,38038200,194700,2285400,2754500,672900,160200,2936700,3485100.0,5668900,188600,1631000,4816800,709800,2314500,5007500,2436637,1015400,1918400,14725103,,3932200,,7391000,6369200,463000,4512900,16178500,749900,28378000,35616000,701500,1579100,684300,2804700,11137300,756100,10758500,1436300,5373500,4123000,330600,2680800,1711900,2352768,12559000,9561200,1697700,817400,10036400,937200,213734,763200,2649000,5809484,471900,393500,1044600,1630300,885800,802900,17091900,1630300,2656316,7820600,6220600,644600,49001902,810400,31495900,12878900
2021-03-26,1441900,94071200,6596900,3562900,4857000,1274300,3171900,3615900,3686200,1921800,2088200,1642200,1625700,3074500,5056700,2726900,3801800,327600,507800,1955100,722500,547000,1459300,471000,14037000,1034600,49148700,1045800,2638900,713900,2705200,66258000,14278400,2355300,1249000,9273300,1269800,4811600,3899900,,1656600,625100,594900,654700,561200,28925000,306100,1163500,407200,2687500,289100,17157100,66846000,2174000,4634100,1872500,1464559,3067400,751200,944400,665300,7321300,377000,6041200,2628600,803700,12537800,603100,5799100,1153700,7624400,2424200,764400,15716600,2689300,1926200,5120300,3040100,1891000,986100,1250200,1866700,28542000,2347400,1342600,,1446400,6272100,2333800,1159500,1275900,1649100,1426400,837700,4170300,1317900,25743829,1286700,13830000,775300,1586400,3380600,3745500,2864900,,989600,8723100,705900,3061200,556300,3137600,4916000,530500,363000,301800,3732800,31997000,1583000,9407100,1442000,5357100,2403600,3358500,1123600,9051200,9820200,3613200,12361400,2038400,6833966,5772300,1586100,1249800,5169063,2787800,3499900,2977243,1867300,2046000,2718300,525500,4256300,483100,2654200,689960,6036000,856500,11916000,2801200,2229500,7409300,925500,1649200,572100,178000,961300,1477500,1432900,201900,4093300,4425300,323000,401000,3082000,6604200,78100,1386900,334200,1988100,1437400,1418200,2784700,5602532,325000,875100,3391900,629000,49239800,2158200,5445400,23769200,170300,2066600,3053700,817200,305500,3643400,4135000.0,6891800,138400,3864100,12757700,533200,2671800,9232500,2884235,1074200,2542600,12143472,,2913500,,6017100,5314600,381500,7458500,16358900,724700,29870000,27978000,654400,1326000,597600,3082600,9763500,628900,10684900,1553200,5865900,3946000,242500,2149800,1718900,2694940,11838900,13195700,3151600,1935700,6753100,676500,305606,762400,2890900,5823710,546300,211700,1105400,970700,1135700,1015800,17126700,1297700,3202410,15411700,6082100,840200,83378238,831600,34226500,9196200
2021-03-29,1539700,80819200,5472700,4508800,4810100,1575500,2398700,3141900,2779000,1798300,1432200,1311200,915700,2639800,3794900,2386800,4409400,287900,536500,1553300,758800,522300,2648100,812800,10539600,1241620,37144300,1354800,2488100,574100,2211800,54920000,8592000,1599400,732700,7505500,1118300,4027200,2914600,,1702800,1014400,708000,973400,458200,28410000,582300,940500,414500,2220600,251700,22198800,45680000,2611100,3124000,2598300,1167944,5091900,759900,1124300,794700,4829200,341400,6771200,1869700,581700,9703200,771200,6642600,1016400,6090900,2230200,1463000,17822300,2381600,1989300,7698800,3003200,2790900,607100,1296100,2317700,19988900,1956200,821700,,1875000,9337300,2215300,884600,889200,1802700,1013000,850800,3811800,1539300,21839569,1016500,9250000,943200,1107700,2523000,4403400,2128500,,932400,7901000,629500,3012000,681500,2918500,3647600,495200,285800,235500,3050500,25032800,2286000,13755900,1396800,3524000,3099600,4063200,1327300,6135800,7542300,4223600,9824200,2302600,5398293,4367400,1413400,1770600,4094567,2454000,3228600,2650913,1270500,1586100,2440500,719400,3193700,460400,2589100,783725,4941200,817100,10882100,2506400,2366900,7090300,1097800,1724500,704400,458200,1663700,1327800,1395300,220600,3267300,3264000,301300,451600,2530900,5855200,69600,932800,386100,2399500,1656800,2440900,2376100,6158005,204000,908000,2953400,858600,44747900,1857300,5923800,19461700,301900,1517200,3519800,769600,170400,3098100,5340000.0,6310400,147200,1729000,4725800,484600,1737000,8117000,2004434,1711400,1913900,10786807,,3806900,,7902600,6452900,373700,8213900,16058400,712600,24596000,26492000,532000,1565700,954400,4533200,6864200,608500,12719200,1470100,4642900,5991900,433900,2135300,1438000,3250798,9186400,9661500,2149900,1550500,7097400,818600,308182,749400,2420200,4835344,471700,299700,913600,1149300,663500,1308900,17514100,1087900,3111753,9027400,8113500,762600,49355145,1108400,21144400,9695800
2021-03-30,1033700,85671900,5354100,2903300,5054400,1961300,1763100,2436300,2114000,2040700,1774300,904400,1064600,2428300,4603100,2687200,3525300,371900,510500,1514300,1348000,518300,1531700,578300,7970900,955020,39169300,1011900,1979000,360100,1657000,46752000,11840000,1103000,912700,6172500,896200,5174000,2228900,,2812000,653100,357800,931800,434400,27935000,397400,768700,398100,2034500,228200,12577300,56705900,1267500,3778900,1934100,1174463,2682700,906300,1259600,882100,4451200,250400,5138800,1223500,598800,12232700,453100,3878000,743900,5900600,1651700,1122700,15615900,2873000,1550200,3982200,3139100,2701000,534900,2002500,2030800,23735600,1579700,549400,,1579600,5613300,1432100,803900,650300,1765700,799200,717500,4841700,1363000,13019214,1032400,10730000,869600,1307600,2851100,3533100,2732400,,728400,7910200,839400,2602400,481000,2733000,3962800,691600,671000,323600,4278000,22465100,1682000,10415400,1033600,5357200,2506600,2573000,1059700,5733000,6284600,2661900,10787500,1447100,5251069,2731700,1278200,1248000,4601036,1966700,2003500,2773414,1322800,1505700,3174900,668300,2605100,548900,1765000,553778,3275100,475800,8036200,2626400,1952000,5400600,1098400,1594900,922900,288700,1664500,1022300,1390200,197100,2598500,2614300,200600,300800,1344700,5325200,48900,1226300,282700,2058500,1674600,1097300,3001400,6022011,480200,1005100,2576600,654800,49762300,1567600,4915400,17474700,408800,2724700,3303800,674200,190200,2705700,3511900.0,5788400,114900,1542400,3789300,477000,2584500,5472500,3157995,793300,1735700,10618713,,4289600,,5608100,4835700,291500,3703300,19606800,628600,20732000,27312000,561500,1515800,640900,2717300,7878500,973300,8912600,1317000,5045400,6558800,267300,2548900,1192900,2597434,8423500,7219500,1144600,897500,4229700,1019300,187584,810900,4104700,5010758,483600,426000,1267300,2069000,833600,804700,14871800,1067800,2244533,8576100,6300200,785400,46516092,876400,20303400,9735700
2021-03-31,1815500,118323800,9048000,3079500,5792800,2725300,2375800,3155900,3457000,3201100,1848600,1666100,1388000,3250700,5728000,3652100,4318700,434400,974600,1563500,1990000,606000,2111500,592900,18589500,1471820,43659500,1247900,3571900,627500,2143200,61878000,7931200,1633200,2079800,5195400,831600,5983600,2076200,,1902000,1265700,1433300,1142800,894800,28684000,414900,1221000,424900,2957300,224200,14138500,49270000,2443000,3100200,1938900,1533660,2716400,1337100,1122300,1135800,4847400,530800,5308500,1933100,638100,12679000,516500,6578100,1206300,5811100,2551500,1268900,15224800,4084900,2311800,7297800,4512300,2925500,649200,2628800,2314300,21560400,2619600,763400,,3187500,6865300,2227100,1259400,1328400,2151600,1314000,691100,4493200,1246000,23448712,1606300,17880000,1130300,2130300,3005300,3533100,2389100,,1097200,9293100,1348700,2832200,696000,2415400,6018800,807400,1193900,549900,4268100,22212400,3086000,10265100,1787200,6310100,3573800,3814100,1071800,6320500,8954400,3447800,9469200,2939200,6031643,5213900,2053300,981600,3239271,2195500,2513200,3010970,1600700,2782800,4009800,604400,3643800,513700,1556300,1616213,3480700,663200,9276100,2904800,2305100,8516800,1061100,3505800,977800,281700,3008900,1209800,1414200,278000,3555500,3458300,446800,413400,2316700,6655300,132300,1785600,803600,2338000,2731600,1208600,3567600,8414524,446700,1279700,2617100,1374300,60456900,2509100,6502800,15946000,367500,2026000,3724600,638300,289700,3237400,5063800.0,6148100,252000,2810400,6338300,819400,2260400,5023000,3940128,1052700,1277500,12557044,,4819800,,8817200,5734500,466300,4404900,20761300,1057400,29198000,42570000,903100,1506600,920500,2624500,6526800,1411500,12258500,1724500,4744100,3539800,383500,2031500,1742200,2599450,11860200,8919000,1976500,961900,7736100,1170700,276140,829400,3185700,5172575,576700,443900,1096700,2105100,750800,1421100,15826500,1417700,2902572,8398200,7536100,1265700,59981040,1379600,23686500,14453700
2021-04-01,1126400,75089100,5091700,2921400,4015100,2432400,2301900,2664700,3345800,2759400,1326900,1509400,1111900,2180000,6138300,2180800,3547700,263400,844300,1238900,1126200,610000,2293000,735800,15929200,1263220,40182400,701000,2176900,494700,1726900,58806000,6313600,1480200,1180400,10303900,927700,5445200,1923500,,1894700,854000,596300,689200,603700,23528000,850900,855400,391000,2629200,164700,10934500,65587000,2379100,2298600,2486400,1249171,3126300,1126000,1146700,996300,4046100,248200,9454000,2863600,549200,9725600,407300,5573400,1089000,5615300,1672100,776700,15251300,4445800,1610400,4759900,3787100,1993600,591900,1784700,1815400,19640300,1887800,722800,,1854000,5785800,1753300,919600,1648100,1298600,1004500,719900,4881300,1282200,17781555,1243000,10100000,1248000,1280600,3794200,1886500,2589000,,1007200,10165000,1142200,2938600,507000,2994700,5476000,649400,466500,295700,3344400,17896200,3235000,8038500,1608400,7223300,2430400,2976900,874700,6965300,8515800,2630700,9570000,2191000,5409287,4982000,1561900,1677600,3805720,2105000,2443100,1967683,1334100,1521300,3129600,498400,3698900,567600,1695500,865858,2876100,1069100,14127500,2214800,1724900,5210000,702000,2038200,575700,235400,3226000,965400,1262500,215800,3358500,5864000,240600,735300,1753800,4335600,60200,846400,584000,2379400,1882200,1203700,2424100,5773716,619000,861700,2839900,1114800,61907500,4710600,5881200,16423800,279300,1443500,3901500,456200,249500,2824100,4114400.0,6138500,169600,2378500,3410600,648700,1789100,4659500,2573053,851000,1365400,11874438,,3118400,,10514200,7171200,371700,3782800,17783600,717600,33980000,39880000,522400,1144800,686100,2659000,7419000,878700,8578900,1402700,3923900,3143500,247300,1696900,1415600,2238286,12195000,7866900,1667100,972500,4447500,932200,222483,776400,3011000,4261404,440000,377700,1135700,1857300,740400,953000,15834700,894100,2274912,8271900,5796900,1201100,42999548,859200,23194500,9260800
2021-04-05,1096300,88651200,10584400,2591400,6314600,1489300,2631300,2982500,2628400,1922700,1605600,950800,1385600,1702300,6462500,2619800,3437700,267100,457000,1256500,776000,366100,1266700,631400,14377400,852560,32610600,738000,2230500,551600,1716700,66698000,6334400,1164500,940600,9746400,780100,3581200,1854000,,1203200,696700,590800,513700,544700,22966000,449800,577400,559700,2960100,148700,13750300,50328500,1719700,1893900,1641900,1595460,2673100,931800,722300,744900,3655600,342300,5387800,1481300,593500,8868100,645900,5049600,794500,4954600,1588800,1199800,16128400,3710800,1871400,5731800,2323400,1332200,387600,2370400,2005900,40105700,1828600,704400,,1560800,4451300,1692900,800600,1443100,1149800,842800,698400,4026900,1009000,15832039,1072000,8565000,939300,1249200,2341800,2374300,2583100,,965600,10460000,997300,2705700,392500,2688500,3699600,790800,261800,276300,3767700,19860900,2637000,7239000,1456800,6308300,2543600,3039100,710900,6063800,8692700,2915200,14599900,1459500,8523696,4233600,1419500,1584000,5019707,1979300,2481500,2880348,1268000,1853400,3518700,623800,4077900,701700,1338800,825085,2839800,1024700,11309100,1834800,2424400,6672800,738400,1818000,398100,341600,1592400,1035600,883400,212800,3658800,4173300,156700,407700,2412300,4589000,31200,866800,554800,2039000,2164200,899100,2555400,6254883,580000,591400,2639200,866500,82332700,3868400,6159000,19365200,253600,1727200,3358700,766400,233900,2401400,3575400.0,6063600,186200,1246600,4097400,720600,2549500,4967000,2754852,1189200,1016300,10180082,,5170000,,6071200,4473200,303400,5685900,24633000,480900,43298000,48510000,574800,1074500,864600,3235000,7572700,811800,11603700,1138400,4697200,2494100,356400,2261100,1417400,2396481,12192800,6915200,1699900,497300,5065500,979700,204402,760800,3309300,5722980,359900,211200,914400,1839800,581500,1015100,16368700,823700,2347748,6937500,8211800,941400,50996905,392800,23264800,7535000
2021-04-06,1623200,80171300,8522500,3565600,5146400,1806900,1786600,1878300,2422100,2013200,1532600,898400,1011000,1733300,5735800,1975500,3753100,228400,931100,1376300,888000,650200,1439000,1515400,18004800,857240,29327900,947300,2040100,409800,1771800,50756000,6608000,1035000,956700,6903600,743900,4298600,1478500,,1593200,858400,6072600,731600,560900,18063000,494800,848200,407500,2851200,208100,11180300,42590100,1903900,1885800,3604100,1189066,2416300,686100,795600,1006500,3120400,411100,8315300,1316600,492300,14002200,419200,3060600,528300,7676500,1854000,1450900,12908400,3105000,1410500,6692600,2614500,1966400,336000,1612400,1751200,35528100,1883000,785700,,1650000,3799900,1162500,812400,874400,1391100,1085600,499400,3814800,1221600,16593877,1115900,12550000,901100,1440400,3201500,3248600,2264500,,1473600,6253600,795800,2142000,298800,2575000,4784400,972700,420200,384400,3672300,15126100,3296000,9061200,1356800,5411000,2346400,2541300,1294200,6746500,8125100,2448500,14652500,1755200,5713056,4486200,1309700,1811400,4943154,1823600,2810800,2999239,1266600,1836600,3683300,566000,3420300,510000,1469400,513358,3634300,638600,12527800,3251600,2129800,6396900,1023900,1255100,401700,262300,1604800,1179800,963200,298300,2843700,3390600,184200,447500,3748400,3359900,59100,693200,421100,1393100,2559400,1500800,2324600,5674315,725400,688000,1943800,886100,67499400,2533100,5785400,22081100,216000,1407200,5174500,437900,169600,2559900,2990000.0,4109000,177300,1090800,3798900,796100,1555700,6241500,2904272,930500,1837000,8035938,,3163100,,5708300,4969600,510300,5570700,39518700,784000,27060000,35240000,580500,734200,661400,1801700,7135900,750700,9345400,1288300,3988600,2254300,308800,1719500,1677500,1905556,9396400,8973300,1748700,651600,7639000,941500,278946,1265700,4111500,3787566,335300,341500,913600,1249000,1014000,1011400,15614300,993400,1761349,7169300,7360400,1166700,44574314,926000,18926300,8768500
2021-04-07,954600,83466700,8037300,6663500,4313000,1231000,2736300,1576800,2062700,1719800,1703500,718700,1239100,1883100,6073200,1893100,2719700,339100,1046000,1113800,1292200,453900,1891600,534700,13702700,1166400,35590900,555300,1583500,373600,2143200,66924000,4363200,1020300,730000,6274000,853600,8259200,2998900,,1189700,912300,2640400,563500,417700,12074000,323200,611600,273200,2399500,168800,9925700,43136400,1687200,1017000,2502800,1007185,1777900,852400,503500,851400,3351600,235500,6556900,1720100,477100,11799700,369300,3582700,664000,4861400,2213100,856400,14081400,4262000,1288100,6117300,2449600,1256100,431300,1786900,1900000,70953700,976100,483700,,1211200,2948600,1278700,620000,644500,1358800,729800,487400,5027800,1429400,18493031,1099300,26180000,772400,1574500,2723500,3693600,1805900,,1418800,12408400,765800,1808400,337000,2376600,4389600,647700,456500,451500,2332500,15783600,3146000,6040800,1132800,5053300,1750500,2208900,771100,5137400,7699300,3060300,12244300,1866700,5242704,1975400,1299300,1123200,5613974,1714100,2282100,1820930,1726700,1010000,4155200,435100,2374000,282800,2209900,928250,2549200,547900,7821400,1802400,1910200,5848100,696700,1487800,612900,256200,1340500,905600,857800,230700,2847400,3552300,139200,365100,1717700,3953900,64200,912500,403200,1882500,3381800,2033100,2549100,6451864,943000,1023100,3002900,732600,42264000,2096400,6995000,16292900,247900,1469200,7387900,647300,117900,2676400,3133600.0,3109900,143200,1129700,3164900,595100,1942000,5352500,2405188,984900,1765500,8379669,,2840600,,5188700,3846300,243700,3445100,17167900,566200,25798000,24134000,529800,977000,632100,2157300,5875500,603300,5794900,1583200,3799300,1691900,289300,1803800,1479100,1821949,7076700,6836800,1462300,880700,7210100,771800,244528,554800,2676400,3112896,239000,263900,1434300,1494200,2214200,1095800,10062700,1276800,1795794,6101600,7281400,1348300,53821262,618800,22385000,17012200
2021-04-08,925100,88844600,5881800,2625300,3768800,1372600,1600600,2026000,2599500,1759700,1972300,1220400,1395200,2814800,4565800,2787900,3474900,390800,882400,1797600,852600,826800,1516000,544400,10238000,728240,41925300,1945900,1633600,330500,1791700,56242000,4280000,1394700,1201200,6176200,707000,6034200,2225100,,1321000,732400,1737900,848400,397400,18121000,452300,657300,418300,2295600,137900,9899900,45285900,1511600,2174700,1776800,1753741,2988200,742700,984700,800900,3119400,222000,13464400,977400,558500,7846900,592500,3113300,754500,3992100,2489100,768200,13677100,4523700,1708900,5212400,2158900,1600800,375100,1448000,1606400,37870800,1190900,782800,,1925700,3236100,1476200,658800,835000,1692800,1154100,518200,3773000,1484100,11502580,1189700,11480000,1144400,2313000,4613900,5406400,2193500,,1299600,10040800,595600,2839200,305500,2176400,3651200,507300,402500,489300,4613300,15111300,1876000,7561800,1750800,7117000,3345300,2181800,895400,5180100,8283000,2624500,13546900,1879800,5927200,2101300,1250700,961200,6963309,2023400,2036500,2277996,1510700,1024600,4138900,473000,3638900,362200,1351600,718278,4922400,862100,7749200,1728000,1776000,3948400,652800,1855500,736300,266600,1617000,846400,663000,226700,2422300,4445200,297800,362500,1482500,4810300,65900,1337100,327600,1743300,1540600,1321000,2461200,8359145,732100,825000,2553300,596300,52622000,3255900,7039400,15831400,339600,2276000,4979800,979000,224300,4535500,2952300.0,3341200,256000,1366200,3289900,604800,1536400,3825500,3975294,887400,1556600,11018763,,3423600,,6778500,3236700,227000,4043400,19016300,458400,27166000,28664000,614200,922200,643500,2402800,7057700,1743600,8131400,1110400,4035600,3425400,263600,1847100,2122900,2198074,7950300,7066500,2055100,949700,8094100,995300,255503,913400,1818300,4275211,250900,403400,1457800,1515800,678300,1606000,9695600,1430900,2860593,6511200,6361000,4390500,66037678,923600,21999300,15728200
2021-04-09,1552200,106686700,5977500,2910200,4102500,1403800,1787800,1886900,2250400,2420100,1128500,1032700,1371800,2952800,5970800,3644800,3141600,242400,766200,1045400,638900,951200,1630700,558500,9637200,664780,32759900,865000,1368600,434500,1888200,86830000,4892800,1226700,1626900,6211300,953200,4295000,2138900,,929200,891400,779400,543200,538600,16614000,915300,609700,447300,1783400,240000,12255900,45872900,2270400,2781300,2126800,1598589,2602800,851600,605200,874100,3172400,239800,11896400,1428800,484200,7868000,421100,6052500,788000,5426100,1599900,963400,14586400,5036400,1284200,5578100,2482900,2077300,509000,954700,1390800,36287700,1310900,855200,,1286400,3154800,1329100,547500,1040000,1654600,933900,902100,3509000,1317100,19425695,1052200,11240000,995200,2968200,3661700,5558500,2107200,,1109200,6665300,704400,1610800,372800,1661600,5918800,524200,207900,263200,4504000,13135800,1682000,6457200,1670800,5894500,1985700,2552900,739500,4662700,7163700,2075100,9785400,6671800,6958963,1781500,1224500,784200,4034193,1949100,2169800,1694256,1385000,1341900,3036000,350600,3721000,440600,1340300,719335,2028700,472800,6826300,1725200,1765500,3801000,860400,1680400,356200,185100,1591300,690200,833600,256900,3256300,4065700,257100,319900,1621000,3746600,45500,1132000,245800,2430800,1617000,1362000,2550800,6180296,686000,741600,2032900,464200,40555400,1823800,8735400,14028600,212100,2039400,1994800,396700,123200,2639200,3649200.0,3549900,212800,651700,2357200,516600,1937600,2917000,3976621,1258200,848800,12689464,,2541300,,5848300,3895700,345000,3953200,12182300,374900,20888000,26146000,1015100,745700,464800,2347100,4708100,718000,7019600,1370800,4607800,2390800,233400,921500,1366800,4097476,10800600,6635300,2210700,703800,9700500,714200,219469,757200,1537400,3162999,335600,511100,1329300,1296100,979900,1071600,10828200,987700,2582882,5654700,6311100,2993200,44111311,730400,20020700,14969000
